Prest.,Atleta,Anno,Società,Città,Data
7.88,MANISCALCHI Stefano,90,ANA ATL.FELTRE,Feltre,20/06/2009
12.78,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Feltre,13/04/2014
12.66,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Merano,24/05/2014
12.50,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Caorle,18/05/2014
11.40,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Treviso,28/05/2014
13.17,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bassano Del Grappa,17/05/2015
13.01,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Marcon,11/04/2015
