Prest.,Atleta,Anno,Società,Città,Data
18:08.86,BRUGNETTI Ivano,76,G.A. FIAMME GIALLE,Ancona,17/02/2007
18:23.47,BRUGNETTI Ivano,76,G.A. FIAMME GIALLE,Torino,21/02/2009
18:33.06,BRUGNETTI Ivano,76,G.A. FIAMME GIALLE,Genova,23/02/2008
18:37.63,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,18/02/2023
18:46.49,SCHWAZER Alex,84,C.S. CARABINIERI SEZ. ATLETICA,Ancona,27/02/2010
18:47.63,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,16/02/2019
18:50.22,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,22/02/2020
18:55.26,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,17/02/2018
18:59.06,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,18/02/2017
19:03.38,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Ancona,19/02/2005
19:11.13,NKOULOUKIDI Jean jacques,82,G.A. FIAMME GIALLE,Ancona,27/02/2010
19:12.00,FORTUNATO Francesco,94,G.A. FIAMME GIALLE,Ancona,05/03/2016
19:14.33,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Ancona,09/02/2008
19:16.34,DEI TOS Leonardo,92,ATHLETIC CLUB 96 AE SPA,Padova,21/02/2015
19:18.59,MINEI Vito,94,G.S. FIAMME ORO PADOVA,Ancona,18/02/2017
19:20.00,DIDONI Michele,74,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2005
19:21.51,CIVALLERO Lorenzo,75,C.S. CARABINIERI SEZ. ATLETICA,Genova,23/02/2008
19:22.62,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Ancona,17/02/2007
19:22.62,STANO Massimo,92,G.S. FIAMME ORO PADOVA,Padova,21/02/2015
19:22.80,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Ancona,25/02/2012
19:23.07,DEI TOS Leonardo,92,ATHLETIC CLUB 96 AE SPA,Padova,20/02/2016
19:23.48,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Genova,16/02/2008
19:25.7,PALUMBO Gian piero,81,A.S.D. LIB. POL. AMAT. ATL. BN,Napoli Ponticelli,18/01/2009
19:26.51,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Ancona,19/02/2005
19:26.94,TONTODONATI Federico,89,C.U.S. TORINO,Padova,21/02/2015
19:27.92,NKOULOUKIDI Jean jacques,82,G.A. FIAMME GIALLE,Torino,21/02/2009
19:28.1,PALUMBO Gian piero,81,LIB. POL. AMAT. ATL. BN,Napoli,22/01/2005
19:28.85,CIVALLERO Lorenzo,75,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2005
19:29.23,NKOULOUKIDI Jean jacques,82,G.A. FIAMME GIALLE,Ancona,17/02/2007
19:29.54,DE LUCA Marco,81,G.A. FIAMME GIALLE,Padova,21/02/2015
19:29.7,PALUMBO Gian piero,81,LIB. POL. AMAT. ATL. BN,Napoli,09/01/2005
19:31.39,MANFREDINI Andrea,78,G.A. FIAMME GIALLE,Ancona,19/02/2005
19:32.51,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Ancona,16/02/2013
19:33.53,ORSONI Riccardo,00,G.A. FIAMME GIALLE,Ancona,18/02/2023
19:33.63,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Genova,23/02/2008
19:33.71,TONTODONATI Federico,89,C.S. AERONAUTICA MILITARE,Ancona,20/02/2021
19:33.74,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Ancona,18/02/2006
19:33.90,PICCHIOTTINO Gianluca,96,ATL LIBERTAS RUNNERS LIVORNO,Ancona,03/02/2018
19:36.34,AGRUSTI Andrea,95,G.A. FIAMME GIALLE,Ancona,16/02/2019
19:37.18,DEI TOS Leonardo,92,ATHLETIC CLUB 96 ALPERIA,Ancona,18/02/2017
19:38.20,TROMBETTI Gian luca,77,SPORT CLUB CATANIA A.S.D.,Ancona,19/02/2005
19:40.72,CONTU Alberto,86,C.U.S. SASSARI,Genova,23/02/2008
19:41.18,DEI TOS Leonardo,92,ATHLETIC CLUB 96 ALPERIA,Ancona,20/02/2021
19:41.35,LANG Enrico,72,C.S. FORESTALE,Ancona,19/02/2005
19:41.53,MACCHIA Riccardo,90,G.S. FIAMME ORO PADOVA,Ancona,16/02/2013
19:42.58,TROMBETTI Gian luca,77,S.E.F. VIRTUS BOLOGNA,Ancona,18/02/2006
19:43.77,FINOCCHIETTI Davide,01,ATL.LIBERTAS UNICUSANO LIVORNO,Ancona,06/02/2021
19:44.49,ORSONI Riccardo,00,G.A. FIAMME GIALLE,Ancona,20/02/2021
19:44.62,DEI TOS Leonardo,92,ATHLETIC CLUB 96 ALPERIA,Ancona,22/02/2020
19:44.93,COSI Andrea,01,ATLETICA FIRENZE MARATHON S.S.,Ancona,04/02/2023
19:45.50,PICCHIOTTINO Gianluca,96,ATL LIBERTAS RUNNERS LIVORNO,Ancona,04/02/2017
19:48.11,DEI TOS Leonardo,92,ATHLETIC CLUB 96 AE SPA,Ancona,05/03/2016
19:50.57,DEI TOS Leonardo,92,ATHLETIC CLUB 96 ALPERIA,Ancona,17/02/2018
19:50.68,CIVALLERO Lorenzo,75,C.S. CARABINIERI SEZ. ATLETICA,Ancona,17/02/2007
19:51.07,GIUPPONI Matteo,88,C.S. CARABINIERI SEZ. ATLETICA,Ancona,22/02/2014
19:52.03,GIAMPAOLO Diego,04,FIAMME GIALLE G. SIMONI,Ancona,04/02/2023
19:52.13,NKOULOUKIDI Jean jacques,82,G.A. FIAMME GIALLE,Ancona,18/02/2006
19:53.62,ANDREI Aldo,01,GS VALSUGANA TRENTINO,Ancona,20/02/2021
19:56.15,CAPORASO Teodorico,87,S.E.F. VIRTUS EMILSIDER BO,Ancona,26/02/2022
19:56.21,PRIVITERA Dario,79,C.S. AERONAUTICA MILITARE,Torino,21/02/2009
19:56.59,TROMBETTI Gian luca,77,S.E.F. VIRTUS EMILSIDER BO,Ancona,17/02/2007
19:59.08,DI BARI Vito,90,G.A. FIAMME GIALLE,Ancona,16/02/2013
19:59.22,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Ancona,12/02/2006
20:00.24,CAPORASO Teodorico,87,S.E.F. VIRTUS EMILSIDER BO,Napoli,13/02/2022
20:00.66,MUCCI Vittorino,74,ATL.ASICS FIRENZE MARATHON,Ancona,18/02/2006
20:02.53,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Ancona,27/02/2010
20:02.8,MUCCI Vittorino,74,ATL.ASICS FIRENZE MARATHON,Napoli,22/01/2005
20:03.85,MINEI Vito,94,A.S.D. ATLETICA DON MILANI,Ancona,22/02/2014
20:04.27,RUMBENIEKS Arnis,88,ASD ARCA ATL.AVERSA A.AVERSANO,Valmiera,30/01/2022
20:04.32,CORSARO Alfio alfredo,79,G.A. FIAMME GIALLE,Ancona,19/02/2005
20:04.42,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Ancona,18/02/2006
20:05.48,DI BARI Vito,90,G.A. FIAMME GIALLE,Padova,21/02/2015
20:06.38,NOTARISTEFANO Pietro pio,03,A.S.D. ATLETICA DON MILANI,Ancona,05/02/2022
20:06.58,ANDREI Aldo,01,GS VALSUGANA TRENTINO,Ancona,06/02/2021
20:06.60,SABINO Pasquale,79,C.S. CARABINIERI SEZ. ATLETICA,Ancona,19/02/2005
20:06.61,CICCARESE Davide,83,ATL.  CENTO TORRI PAVIA,Ancona,18/02/2006
20:06.71,GIUPPONI Matteo,88,ATL. BERGAMO 1959 CREBERG,Genova,25/02/2007
20:07.78,DEI TOS Leonardo,92,BRACCO ATLETICA,Ancona,22/02/2014
20:07.95,NKOULOUKIDI Jean jacques,82,G.A. FIAMME GIALLE,Ancona,19/02/2005
20:09.56,DEI TOS Leonardo,92,ATHLETIC CLUB 96 ALPERIA,Ancona,26/02/2022
20:09.99,MACCHIA Riccardo,90,G.S. FIAMME ORO PADOVA,Ancona,19/02/2011
20:10.14,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Genova,16/02/2008
20:10.72,MUCCI Vittorino,74,ATLETICA FIRENZE MARATHON S.S.,Ancona,17/02/2007
20:12.19,CAFAGNA Diego,75,C.S. CARABINIERI SEZ. ATLETICA,Ancona,25/02/2012
20:12.30,DIDONI Michele,74,C.S. CARABINIERI SEZ. ATLETICA,Ancona,18/02/2006
20:12.34,FORTUNATO Francesco,94,ASD ENTERPRISE SPORT & SERVICE,Ancona,22/02/2014
20:12.81,PALUMBO Gian piero,81,LIB. POL. AMAT. ATL. BN,Napoli,12/02/2005
20:13.49,MACCHIA Riccardo,90,ASD BRUNI PUBBL. ATL. VOMANO,Metz,28/02/2009
20:14.99,MUCCI Vittorino,74,ATL.ASICS FIRENZE MARATHON,Ancona,19/02/2005
20:15.12,AGRUSTI Andrea,95,I GUERRIERI DEL PAVONE,Ancona,04/02/2017
20:15.27,CHIESA Stefano,96,ATL.  CENTO TORRI PAVIA,Ancona,03/02/2018
20:15.56,FINOCCHIETTI Davide,01,ATL.LIBERTAS UNICUSANO LIVORNO,Ancona,18/02/2023
20:16.86,MUCCI Vittorino,74,ATLETICA FIRENZE MARATHON S.S.,Firenze,30/01/2007
20:17.50,ENNEMOSER Patrick,81,G.A. FIAMME GIALLE,Ancona,19/02/2005
20:18.88,MINEI Vito,94,G.S. FIAMME ORO PADOVA,Ancona,07/02/2015
20:20.19,MINEI Vito,94,A.S.D. ATLETICA DON MILANI,Ancona,02/03/2013
20:20.45,ADRAGNA Andrea,89,G.S. FIAMME ORO PADOVA,Ancona,16/02/2013
20:21.08,CONTU Alberto,86,C.U.S. SASSARI,Ancona,09/02/2008
20:21.63,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Torino,21/02/2009
20:22.72,GANDELLINI Alessandro,73,G.S. FIAMME ORO PADOVA,Padova,31/01/2009
20:23.62,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Ancona,19/02/2005
20:25.61,GIUPPONI Matteo,88,C.S. CARABINIERI SEZ. ATLETICA,Ancona,09/02/2008
20:26.00,FORTUNATO Francesco,94,ASD ENTERPRISE SPORT & SERVICE,Napoli Ponticelli,05/02/2012
20:26.0,MAGLIULO Vincenzo,76,ASD BRUNI PUBBL. ATL. VOMANO,Napoli,11/02/2006
20:26.43,MASCIADRI Daniele,88,FIAMME GIALLE G. SIMONI,Ancona,19/02/2011
20:27.10,RUBINO Giorgio,86,G.A. FIAMME GIALLE,Genova,05/02/2005
20:27.10,ARAGONA Pasquale,80,C.S. ESERCITO,Ancona,19/02/2005
20:27.24,SABINO Pasquale,79,C.S. CARABINIERI SEZ. ATLETICA,Ancona,17/02/2007
20:27.76,GIUPPONI Matteo,88,C.S. CARABINIERI SEZ. ATLETICA,Ancona,14/02/2009
20:28.42,PARIS Daniele,84,C.S. AERONAUTICA MILITARE,Ancona,17/02/2007
20:28.46,BRANDI Giacomo,98,ATL. AVIS MACERATA,Ancona,03/02/2018
20:28.50,BRANDI Giacomo,98,ATL. AVIS MACERATA,Ancona,17/02/2018
20:28.99,ORSONI Riccardo,00,G.A. FIAMME GIALLE,Ancona,06/02/2021
20:29.43,MAGLIULO Vincenzo,76,ASD ARCA ATL.AVERSA A.AVERSANO,Ancona,19/02/2011
20:29.97,MALTONI Alessandro,93,ATL.CASTELFIDARDO CRIMINESI,Padova,21/02/2015
20:30.61,MACCHIA Riccardo,90,G.S. FIAMME ORO PADOVA,Ancona,25/02/2012
20:31.13,NEVELLI Lorenzo,85,ATLETICA VERCELLI 78,Ancona,19/02/2005
20:31.57,SABINO Pasquale,79,C.S. CARABINIERI SEZ. ATLETICA,Ancona,18/02/2006
20:32.62,MINEI Vito,94,A.S.D. ATLETICA DON MILANI,Ancona,23/02/2013
20:32.65,DEI TOS Leonardo,92,ASD U.S. ATERNO PESCARA,Ancona,16/02/2013
20:32.94,FINOCCHIETTI Davide,01,ATL LIBERTAS RUNNERS LIVORNO,Minsk,25/02/2020
20:33.59,CAPORASO Teodorico,87,A.S.D. LIB. POL. AMAT. ATL. BN,Napoli Ponticelli,05/02/2012
20:34.26,CONTU Alberto,86,C.U.S. SASSARI,Genova,24/02/2007
20:35.12,PRIVITERA Dario,79,C.S. AERONAUTICA MILITARE,Ancona,19/02/2005
20:37.00,FORTUNATO Francesco,94,ASD ENTERPRISE SPORT & SERVICE,Ancona,16/02/2013
20:39.10,FORTUNATO Francesco,94,ASD ENTERPRISE SPORT & SERVICE,Ancona,18/02/2012
20:39.24,MACCHIA Riccardo,90,G.S. FIAMME ORO PADOVA,Ancona,12/02/2011
20:39.50,GRILLO Ettore,97,ATLETICA FIRENZE MARATHON S.S.,Ancona,03/02/2018
20:39.88,DOLCI Mirko,85,C.S. AERONAUTICA MILITARE,Ancona,16/02/2013
20:41.78,MINEI Vito,94,A.S.D. ATLETICA DON MILANI,Val De Reuil,03/03/2012
20:42.09,GIUPPONI Matteo,88,ATL. BERGAMO 1959 CREBERG,Vittel,04/03/2007
20:43.13,MACCHIA Riccardo,90,G.S. FIAMME ORO PADOVA,Ancona,27/02/2010
20:43.24,BRANDI Giacomo,98,SPORT ATL. FERMO,Padova,27/02/2016
20:43.38,LOMUSCIO Nicola,03,AMATORI ATL. ACQUAVIVA,Ancona,05/02/2022
20:44.32,D'ASCANIO Ruggero,84,POL. ROCCO SCOTELLARO MT,Ancona,19/02/2011
20:44.88,CICCARESE Davide,83,ATL.  CENTO TORRI PAVIA,Genova,21/01/2006
20:44.98,CIVALLERO Lorenzo,75,C.S. CARABINIERI SEZ. ATLETICA,Ancona,18/02/2006
20:45.50,TASCHINI Alyoshia,73,ATHLETIC CLUB 96 ITAS ASSICUR.,Ancona,18/02/2006
20:45.60,MAGLIULO Vincenzo,76,ASD ARCA ATL.AVERSA A.AVERSANO,Napoli Ponticelli,23/01/2011
