Prest.,Atleta,Anno,Società,Città,Data
7.41,GRAGLIA Daniela,76,FONDIARIA - SAI ATLETICA,Ancona,19/02/2005
7.42,GRAGLIA Daniela,76,FONDIARIA - SAI ATLETICA,Ancona,19/02/2005
7.47,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.48,SORDELLI Elena,76,CAMELOT,Modena,23/01/2005
7.48,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.49,SORDELLI Elena,76,CAMELOT,Modena,23/01/2005
7.49,GRAGLIA Daniela,76,FONDIARIA - SAI ATLETICA,Modena,23/01/2005
7.49,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Ancona,19/02/2005
7.50,GRAGLIA Daniela,76,FONDIARIA - SAI ATLETICA,Modena,23/01/2005
7.50,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Genova,05/02/2005
7.50,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Genova Palasport,09/02/2005
7.50,SORDELLI Elena,76,CAMELOT,Ancona,19/02/2005
7.50,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.51,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Ancona,19/02/2005
7.52,SORDELLI Elena,76,CAMELOT,Modena,15/01/2005
7.52,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.53,SORDELLI Elena,76,CAMELOT,Modena,08/01/2005
7.53,SORDELLI Elena,76,CAMELOT,Modena,15/01/2005
7.53,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Genova,05/02/2005
7.53,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Ancona,19/02/2005
7.53,GRILLO Manuela,77,C.S. FORESTALE,Ancona,19/02/2005
7.54,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Modena,23/01/2005
7.54,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Genova Palasport,09/02/2005
7.55,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.56,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Modena,23/01/2005
7.56,GRAGLIA Daniela,76,FONDIARIA - SAI ATLETICA,Ancona,19/02/2005
7.57,SORDELLI Elena,76,CAMELOT,Modena,08/01/2005
7.57,SORDELLI Elena,76,CAMELOT,Glasgow,29/01/2005
7.57,GRILLO Manuela,77,C.S. FORESTALE,Genova Palasport,12/02/2005
7.57,GRILLO Manuela,77,C.S. FORESTALE,Ancona,19/02/2005
7.57,PISTONE Anita sebastiana,76,CAMELOT,Ancona,19/02/2005
7.59,MARCHETTI Erica,81,TOSCANA ATL.EMPOLI,Modena,23/01/2005
7.59,PISTONE Anita sebastiana,76,CAMELOT,Modena,23/01/2005
7.59,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Genova,05/02/2005
7.59,PISTONE Anita sebastiana,76,CAMELOT,Genova Palasport,09/02/2005
7.59,TOMASINI Doris,84,U.S. QUERCIA ROVERETO,Ancona,19/02/2005
7.60,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Ancona,19/02/2005
7.61,SALVAGNO Maria aurora,86,C.U.S. SASSARI,Genova Palasport,29/01/2005
7.61,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Genova,05/02/2005
7.61,ZANETTE Francesca,82,C.U.S. PADOVA,Ancona,19/02/2005
7.62,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Modena,08/01/2005
7.62,PISTONE Anita sebastiana,76,CAMELOT,Modena,23/01/2005
7.62,PISTONE Anita sebastiana,76,CAMELOT,Genova Palasport,09/02/2005
7.63,PACINI Claudia,86,TOSCANA ATL.EMPOLI,Modena,08/01/2005
7.63,GRILLO Manuela,77,C.S. FORESTALE,Genova Palasport,12/02/2005
7.63,ZANETTE Francesca,82,C.U.S. PADOVA,Ancona,19/02/2005
7.4,TOMASINI Doris,84,U.S. QUERCIA ROVERETO,Genova,05/02/2005
7.64,GERVASI Chiara,86,FONDIARIA - SAI ATLETICA,Genova,05/02/2005
