Prest.,Atleta,Anno,Società,Città,Data
33.00,CANOVA Luca,91,ANA ATL.FELTRE,Belluno,29/08/2007
32.92,CANOVA Luca,91,ANA ATL.FELTRE,Vicenza,12/05/2007
30.27,CANOVA Luca,91,ANA ATL.FELTRE,Vicenza,16/09/2007
42.11,CANOVA Luca,91,ANA ATL.FELTRE,Rosa,14/06/2008
41.87,CANOVA Luca,91,ANA ATL.FELTRE,Vittorio Veneto,03/05/2008
40.63,CANOVA Luca,91,ANA ATL.FELTRE,Bovolone,21/09/2008
40.02,CANOVA Luca,91,ANA ATL.FELTRE,Piombino Dese,05/06/2008
39.33,CANOVA Luca,91,ANA ATL.FELTRE,Rieti,04/10/2008
38.37,CANOVA Luca,91,ANA ATL.FELTRE,Vicenza,12/04/2008
38.20,CANOVA Luca,91,ANA ATL.FELTRE,Piombino Dese,26/04/2008
27.99,DA COL Fabio,93,ANA ATL.FELTRE,Saronno,26/06/2010
24.75,ZAETTA Gabriele,94,ANA ATL.FELTRE,Saronno,11/06/2011
23.09,VISCA Gianmarco,95,ANA ATL.FELTRE,Cervia,10/09/2011
34.91,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Belluno,29/08/2012
34.37,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Belluno,20/10/2012
33.40,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Vicenza,26/05/2012
31.70,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bassano Del Grappa,15/09/2012
29.87,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Abano Terme,12/05/2012
28.47,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Vicenza,15/04/2012
25.74,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bastia Umbra,23/06/2012
22.42,VISCA Gianmarco,95,ANA ATL.FELTRE,Lignano Sabbiadoro,08/09/2012
40.37,MARRONE Sebastiano,96,ANA ATL.FELTRE,Trento,08/06/2013
39.33,MARRONE Sebastiano,96,ANA ATL.FELTRE,Vicenza,18/05/2013
36.35,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Montebelluna,04/05/2013
35.40,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Belluno,22/08/2013
35.28,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Treviso,29/05/2013
