Prest.,Atleta,Anno,Società,Città,Data
3:37.29,MESLEK Ossama,97,ATL.VICENTINA,Birmingham,19/02/2022
3:37.31,ARESE Pietro,99,G.A. FIAMME GIALLE,Belgrado,19/03/2022
3:37.36,RIVA Federico,00,G.A. FIAMME GIALLE,Karlsruhe,27/01/2023
3:37.50,MESLEK Ossama,97,ATL.VICENTINA,Birmingham,25/02/2023
3:37.60,ARESE Pietro,99,G.A. FIAMME GIALLE,Belgrado,20/03/2022
3:37.74,RIVA Federico,00,G.A. FIAMME GIALLE,Lievin,15/02/2023
3:37.86,ARESE Pietro,99,G.A. FIAMME GIALLE,Metz,12/02/2022
3:37.98,RIVA Federico,00,G.A. FIAMME GIALLE,Metz,11/02/2023
3:38.42,AMSELLEK Nesim,99,C.S. S.ROCCHINO,Sabadell,08/02/2022
3:38.91,ARESE Pietro,99,G.A. FIAMME GIALLE,Istanbul,03/03/2023
3:39.62,OBRIST Christian,80,C.S. CARABINIERI SEZ. ATLETICA,Karlsruhe,31/01/2010
3:39.87,AMSELLEK Nesim,99,C.S. S.ROCCHINO,Ancona,26/02/2022
3:39.94,ABDIKADAR SHEIK ALI Mohad,93,C.S. AERONAUTICA MILITARE,Padova,20/02/2022
3:40.04,MESLEK Ossama,97,ATL.VICENTINA,Miramas,04/02/2022
3:40.21,HAIDANE Abdellah,89,N.ATL. FANFULLA LODIGIANA,Metz,29/02/2012
3:40.28,BUSSOTTI NEVES JUNIOR Joao capistrano mari,93,C.S. ESERCITO,Padova,20/02/2022
3:40.30,RIVA Federico,00,G.A. FIAMME GIALLE,Ancona,26/02/2022
3:40.42,ABDIKADAR SHEIK ALI Mohad,93,C.S. AERONAUTICA MILITARE,Ancona,26/02/2022
3:40.52,ABDIKADAR SHEIK ALI Mohad,93,C.S. AERONAUTICA MILITARE,Padova,05/02/2023
3:40.54,ARESE Pietro,99,G.A. FIAMME GIALLE,Ancona,20/02/2021
3:40.65,NAVA Goran,81,CUS PRO PATRIA MILANO,Ancona,07/02/2010
3:40.75,BOUIH Yassin,96,G.A. FIAMME GIALLE,Ancona,22/02/2020
3:40.89,RICCOBON Enrico,95,ATL BRUGNERA PN FRIULINTAGLI,Ostrava,05/02/2020
3:40.93,RICCOBON Enrico,95,ATL BRUGNERA PN FRIULINTAGLI,Ancona,22/02/2020
3:40.93,ABDIKADAR SHEIK ALI Mohad,93,C.S. AERONAUTICA MILITARE,Metz,11/02/2023
3:40.94,ABDIKADAR SHEIK ALI Mohad,93,C.S. AERONAUTICA MILITARE,Ostrava,05/02/2020
3:41.03,OBRIST Christian,80,C.S. CARABINIERI SEZ. ATLETICA,Torino,21/02/2009
3:41.04,BUSSOTTI NEVES JUNIOR Joao capistrano mari,93,C.S. ESERCITO,Ancona,20/02/2021
3:41.09,MESLEK Ossama,97,ATL.VICENTINA,Val-de-reuil,04/02/2023
